Var1,Var2
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.09874933,-68.661079
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.098756,-68.66106517
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09876367,-68.66105417
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09877933,-68.66103983
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09879083,-68.66103283
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09880083,-68.66102733
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
45.09881583,-68.66102233
