Var1,Var2
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10286617,-68.66002333
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.10284867,-68.6600345
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.1028225,-68.660051
45.10280583,-68.66006733
45.10280583,-68.66006733
45.10280583,-68.66006733
