Var1,Var2
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.1016795,-68.66029067
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168117,-68.660295
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10168533,-68.6603085
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169133,-68.66032267
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10169817,-68.66034167
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171033,-68.6603735
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10171733,-68.6603955
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.10172417,-68.66041833
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.101734,-68.66045333
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.1017405,-68.66047767
45.10174917,-68.6605155
45.10174917,-68.6605155
45.10174917,-68.6605155
45.10174917,-68.6605155
45.10174917,-68.6605155
45.10174917,-68.6605155
45.10174917,-68.6605155
45.10174917,-68.6605155
45.10174917,-68.6605155
45.10174917,-68.6605155
